X96963	X96963	100.0	1488	0	0	1488	1488
AF530475	AF530475	100.0	1473	0	0	1473	1473
FR870445	FR870445	100.0	1530	0	0	1530	1530
HF558388	HF558388	100.0	1515	0	0	1515	1515
HQ992945	HQ992945	100.0	1494	0	0	1494	1494
AJ508775	AJ508775	100.0	1494	0	0	1494	1494
X80725	X80725	100.0	1450	0	0	1450	1450
KJ787692	KJ787692	100.0	1504	0	0	1504	1504
EU014688	EU014688	100.0	1368	0	0	1368	1368
EU014685	EU014685	100.0	1448	0	0	1448	1448
EU014684	EU014684	100.0	1437	0	0	1437	1437
AF029227	AF029227	100.0	1498	0	0	1498	1498
X96966	X96966	100.0	1487	0	0	1487	1487
EU014680	EU014680	100.0	1414	0	0	1414	1414
AF025363	AF025363	100.0	1496	0	0	1496	1496
AF025371	AF025371	100.0	1511	0	0	1511	1511
MK734184	MK734184	100.0	1411	0	0	1411	1411
DQ821583	DQ821583	100.0	1440	0	0	1440	1440
AF008580	AF008580	100.0	1491	0	0	1491	1491
AJ417484	AJ417484	100.0	420	0	0	420	420
LR745848	LR745848	100.0	1538	0	0	1538	1538
MK942857	MK942857	100.0	1528	0	0	1528	1528
AB681979	AB681979	100.0	1467	0	0	1467	1467
AB273741	AB273741	100.0	1490	0	0	1490	1490
DQ453129	DQ453129	100.0	1450	0	0	1450	1450
AE006468	AE006468	100.0	1545	0	0	1545	1545
MN603664	MN603664	100.0	1552	0	0	1552	1552
KF500917	KF500917	100.0	1359	0	0	1359	1359
MW680835	MW680835	100.0	1485	0	0	1485	1485
KF436763	KF436763	100.0	1502	0	0	1502	1502
KP319034	KP319034	100.0	1368	0	0	1368	1368
FR870441	FR870441	100.0	1504	0	0	1504	1504
KM089834	KM089834	100.0	1464	0	0	1464	1464
EF643377	EF643377	100.0	1368	0	0	1368	1368
LC368255	LC368255	100.0	1537	0	0	1537	1537
KP345901	KP345901	100.0	1462	0	0	1462	1462
KY744694	KY744694	100.0	1531	0	0	1531	1531
JF795011	JF795011	100.0	1404	0	0	1404	1404
JQ001784	JQ001784	100.0	1500	0	0	1500	1500
HQ651841	HQ651841	100.0	1507	0	0	1507	1507
HQ888848	HQ888848	100.0	1429	0	0	1429	1429
EF488759	EF488759	100.0	1481	0	0	1481	1481
AJ251469	AJ251469	100.0	1511	0	0	1511	1511
LK054215	LK054215	100.0	1451	0	0	1451	1451
EU672801	EU672801	100.0	1426	0	0	1426	1426
JF795013	JF795013	100.0	1397	0	0	1397	1397
AF025364	AF025364	100.0	1522	0	0	1522	1522
DQ273681	DQ273681	100.0	1266	0	0	1266	1266
CP018016	CP018016	100.0	1552	0	0	1552	1552
MW411192	MW411192	100.0	1445	0	0	1445	1445
